,GlobalId,Name,LongName,Description,ObjectType,IfcType,IsExternal,GrossPlannedArea,PubliclyAccessible,HandicapAccessible,Height,FinishCeilingHeight,GrossPerimeter,NetPerimeter,GrossFloorArea,NetFloorArea,GrossCeilingArea,NetCeilingArea,GrossVolume,NetVolume,age,persona,ownership,persona_encoded,ownership_encoded,LocationX,LocationY,LocationZ,category,key,type,type_encoded,orientation,orientation_encoded,in_out,in_out_encoded,inc_rad,sun_h,wind_exp,usability,usability_encoded,green_suitability,green_suitability_encoded,longest edge length,activity,activity_encoded,Tag,SolarRad,LoadBearing,Compartmentation,Length,Width,GrossFootprintArea,Perimeter,GrossArea,NetArea
3ZvzykdoX3$QLyBl7L26F$,3ZvzykdoX3$QLyBl7L26F$,LVL2_T_curtainwall,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0540000000000747,0.0,0.0,N/A,N/A,0.0,0.0,-43.36404,31.576096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,3.0,0.00600000000000023,0.0180000000000099,0.0,0.0,0.0
2s$kyjsaXE3w1xzpj$j4zd,2s$kyjsaXE3w1xzpj$j4zd,LVL2_T_curtainwall,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0540000000000039,0.0,0.0,N/A,N/A,0.0,0.0,-1.35204,34.576096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,3.0,0.00600000000000001,0.0179999999999997,0.0,0.0,0.0
3wdo$r6iH9wAAhkCs7dMiW,3wdo$r6iH9wAAhkCs7dMiW,LVL2_T_curtainwall,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0540000000000051,0.0,0.0,N/A,N/A,0.0,0.0,-2.85804,33.070096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,3.0,0.00600000000000023,0.0179999999999914,0.0,0.0,0.0
36m1q9ezX4HQ9qd9iXR3yW,36m1q9ezX4HQ9qd9iXR3yW,LVL2_T_curtainwall,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0539999999999951,0.0,0.0,N/A,N/A,0.0,0.0,-23.85804,12.070096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,3.0,0.00600000000000023,0.0180000000000007,0.0,0.0,0.0
2a7dalpdn9N9kJrrRETtVt,2a7dalpdn9N9kJrrRETtVt,LVL2_T_curtainwall,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0540000000000302,0.0,0.0,N/A,N/A,0.0,0.0,-22.35204,19.576096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,3.0,0.00600000000000023,0.0180000000000007,0.0,0.0,0.0
2SdJqyl9r33P4QakmEh$fh,2SdJqyl9r33P4QakmEh$fh,LVL2_T_curtainwall,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0539999999999951,0.0,0.0,N/A,N/A,0.0,0.0,-20.85804,12.070096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,3.0,0.00600000000000023,0.0180000000000007,0.0,0.0,0.0
3Lm7mpd252CAjTJlsGlwey,3Lm7mpd252CAjTJlsGlwey,LVL2_T_curtainwall,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053999999999983,0.0,0.0,N/A,N/A,0.0,0.0,-20.85804,18.082096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,3.0,0.00600000000000023,0.0180000000000007,0.0,0.0,0.0
1mAjgBXbH2ahTbqVGuTjca,1mAjgBXbH2ahTbqVGuTjca,LVL 2_2B_Door_S46,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-11.35804,15.076096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
1Ute0VW0187uMGRQwe5dbh,1Ute0VW0187uMGRQwe5dbh,LVL 2_2B_Door_S47,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-6.85804,25.576096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
1HA4nd9Wv4Sxzr6AvPdnzU,1HA4nd9Wv4Sxzr6AvPdnzU,LVL 2_2B_Door_S49,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-6.85804,31.576096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2$bs2U$jX1dwiz3BE2emH4,2$bs2U$jX1dwiz3BE2emH4,LVL 2_2B_Door_S50,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-21.85804,22.576096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
035ZdT5eP97fqJxuUZICqT,035ZdT5eP97fqJxuUZICqT,LVL 2_2B_Door_S54,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-23.35804,24.076096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
21KCXSAcPCg9vi0h7BqD2z,21KCXSAcPCg9vi0h7BqD2z,LVL 2_3B_Door_S51,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-24.85804,19.576096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3yYT$fmujBYxysjzOhQwYm,3yYT$fmujBYxysjzOhQwYm,LVL 2_3B_Door_S52,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-6.85804,37.576096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3dKXziDLb8ivHwg8Du647X,3dKXziDLb8ivHwg8Du647X,LVL 2_3B_Door_S53,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-36.85804,19.576096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3iFHTgVLP7E9sve3FGTUap,3iFHTgVLP7E9sve3FGTUap,LVL 2_3B_Door_S55,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-6.85804,46.576096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
0WQmz4h2P5puO8QHyu3i2k,0WQmz4h2P5puO8QHyu3i2k,LVL 2_3B_Door_S56,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-36.85804,28.576096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2aulqVzfb2ZPfib27AQfa7,2aulqVzfb2ZPfib27AQfa7,LVL 2_3B_Door_S57,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-6.85804,55.576096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2HlmYB7FnEGAXknuviXcsP,2HlmYB7FnEGAXknuviXcsP,LVL 2_3B_Door_S58,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-38.35804,33.076096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
18C$ZgBDXBkRtDAxm5RkQd,18C$ZgBDXBkRtDAxm5RkQd,LVL 2_3B_Door_S59,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-5.35804,60.076096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3Wpj42_6LD_8ZW3vCadNG9,3Wpj42_6LD_8ZW3vCadNG9,LVL 2_3B_Door_S61,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-39.85804,16.576096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
1H4wahcHn17eNR1ZZOb04h,1H4wahcHn17eNR1ZZOb04h,LVL 2_3B_Door_S62,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-39.85804,25.576096,7.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3J6w2$CjbFeRZ4hFNCaOOx,3J6w2$CjbFeRZ4hFNCaOOx,LVL3_T_floor,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-15.550348,19.92225,8.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,0.0,234.0,234.0
0r9DkKbaD8N9fCGPJGknqb,0r9DkKbaD8N9fCGPJGknqb,LVL3_T_ceiling,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-15.550348,19.92225,11.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,0.0,234.0,234.0
3qw$uZrBz1e9SlrQFTylcj,3qw$uZrBz1e9SlrQFTylcj,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-7.35804,12.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
0_EgLawrjBvAjpb8JH9lFz,0_EgLawrjBvAjpb8JH9lFz,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-10.35804,12.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
16djvTmvjDkuPbdf92paGL,16djvTmvjDkuPbdf92paGL,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-7.35804,15.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2BpqMMwUn6IBH8iXVBYgD0,2BpqMMwUn6IBH8iXVBYgD0,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-13.35804,12.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
1UMMfxR69DAORtoLGgoZ5p,1UMMfxR69DAORtoLGgoZ5p,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-7.35804,18.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2mBLEi9grEE8p4T0gWtzCX,2mBLEi9grEE8p4T0gWtzCX,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-16.35804,12.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
0lh$8Jfkf5ceklMpLVcTzs,0lh$8Jfkf5ceklMpLVcTzs,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-7.35804,21.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3z0cAoIznCgv28mS5MBGiz,3z0cAoIznCgv28mS5MBGiz,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-19.35804,12.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2trzI9EWH0m9dSO_4jRO7G,2trzI9EWH0m9dSO_4jRO7G,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-7.35804,24.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
1y3Kg9iRf60vXq2lSDEB2m,1y3Kg9iRf60vXq2lSDEB2m,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-22.35804,12.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
11KMe2HFjBiOol5eCGMCkp,11KMe2HFjBiOol5eCGMCkp,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-7.35804,27.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2hK1DTxf9Dev1jr4O8i37Q,2hK1DTxf9Dev1jr4O8i37Q,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-25.35804,12.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2m7lfrcfr3nfvHiGTRYlgv,2m7lfrcfr3nfvHiGTRYlgv,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-7.35804,30.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3Gw$J$7tr8VBKvUd5Devtn,3Gw$J$7tr8VBKvUd5Devtn,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-28.35804,12.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2ux304GeXC2vJJ$aEWm91C,2ux304GeXC2vJJ$aEWm91C,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-7.35804,33.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
11bI4yik97lO8CgZK5EC3b,11bI4yik97lO8CgZK5EC3b,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-28.35804,9.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2aVGj235P3KgpsnVnSuVZ3,2aVGj235P3KgpsnVnSuVZ3,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-31.35804,12.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3LEsNbptPAwBpGg_Ww5SEv,3LEsNbptPAwBpGg_Ww5SEv,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-7.35804,36.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
0RTyMUMeXCivaCxcofMtAH,0RTyMUMeXCivaCxcofMtAH,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-1.35804,36.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
04v2Mx5sr8uRpmSnp70pCj,04v2Mx5sr8uRpmSnp70pCj,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-34.35804,9.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2Ww0$8jOnDwhlWSCDjOVha,2Ww0$8jOnDwhlWSCDjOVha,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-1.35804,39.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3$YkfeIBr5HQX3Yhfbn_Ao,3$YkfeIBr5HQX3Yhfbn_Ao,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-37.35804,9.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3d4U_be0j23vh24p0yBvsp,3d4U_be0j23vh24p0yBvsp,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-25.35804,12.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
03VEI1wyT9eQ$BkSTKsDNq,03VEI1wyT9eQ$BkSTKsDNq,LVL3_T_column,N/A,N/A,N/A,IfcColumn,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-25.35804,15.076096,10.5,IfcColumn,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
